created_at,user_name,user_id,follower_count,hash_tag/user,twitter_shortlinks
2019-05-14 03:18:40,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/ndLnKUxR0F', 'https://t.co/xiMebt14LE', 'https://t.co/XOAUmGPCZy']"
2019-05-14 03:18:20,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/v78hdguAtP', 'https://t.co/igWtdYtZk0', 'https://t.co/XvbHTO3srZ', 'https://t.co/MAt9RNXS7f']"
2019-05-14 03:18:11,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/eUrtnpoJo9', 'https://t.co/lAUn0FgBxz', 'https://t.co/MAt9RNXS7f']"
2019-05-14 03:16:14,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/tBOutA5Dff']
2019-05-14 03:02:24,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/mTZBgKk1Zu']
2019-05-14 02:56:56,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/eTXQQ3k5J5']
2019-05-14 02:40:00,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/JqZIEcXtCt']
2019-05-13 23:31:40,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/iDJF6qJsTj', 'https://t.co/eHpBnVEI6o']"
2019-05-13 23:02:19,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/r2NCATgC1w']
2019-05-13 23:01:10,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/qlptTSgpNf']
2019-05-14 02:56:34,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/nAr9oExe40', 'https://t.co/xsWgAsgG7G', 'https://t.co/vJknEQTUza', 'https://t.co/QWO48wF2k4']"
2019-05-14 03:19:04,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/sMo97N4sCi', 'https://t.co/ZCeuDNlNFB']"
2019-05-13 09:28:46,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/cBKWGZ3kN0']
2019-05-12 15:30:52,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/d5XmprTuio']
2019-05-10 04:53:28,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/8TUn9Fb1lp']
2019-05-10 07:57:54,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/DHT1NZHJDu']
2019-05-10 08:35:51,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/1FGpFuvScc', 'https://t.co/eHYqGzrqvD']"
2019-05-10 08:53:30,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/R2fNnlYvTf']
2019-05-10 11:57:53,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/wUNWJCEwAV']
2019-05-10 12:53:23,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/7J14upGCBc']
2019-05-10 15:29:57,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/kc0cnoV2nD']
2019-05-10 15:30:48,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/EhOS48E3Uz', 'https://t.co/3ujs0DsUxs', 'https://t.co/r8Nnl43BHI', 'https://t.co/FoETuVU4P0']"
2019-05-10 15:30:54,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/spmLKvpLlj']
2019-05-10 18:01:18,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/oF1qYttY5e']
2019-05-12 14:01:58,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/lpmdx6xC39']
2019-05-12 03:30:52,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/48PWADXmIf']
2019-05-12 02:01:58,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/hblIUMq9cT']
2019-05-11 15:30:51,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/HYTaQ39aoI']
2019-05-12 18:01:58,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/Hxp8JPy8oo']
2019-05-11 14:01:58,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/TT1k6Oj3HN']
2019-05-11 07:30:51,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/1cthtjbBuV']
2019-05-11 06:01:58,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/fzp78qLVDT']
2019-05-10 23:34:27,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/TWfryg0z2T', 'https://t.co/lzI88ZR1FC']"
2019-05-10 23:30:51,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/wnpWnQ6BHX']
2019-05-10 22:46:57,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/P4uYzObU3i', 'https://t.co/EaGO5DCKxO']"
2019-05-10 22:01:58,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/31FtQzNV5d']
2019-05-14 04:19:14,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/fvvNCwR2kJ', 'https://t.co/mtpXg86ADg']"
2019-05-15 09:27:29,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/5ZWB7C5o1E']
2019-05-15 10:02:11,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/3qVSKGKENH']
2019-05-15 13:27:27,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/jaTBHnMgie', 'https://t.co/XGB23o5Wzk']"
2019-05-15 13:55:55,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/3RqQUkGEYr']
2019-05-15 14:02:23,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/1Talx7Ky6l']
2019-05-15 14:22:37,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/PJxcXyWDpu']
2019-05-15 14:42:05,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/Uk4RNwi6YQ']
2019-05-15 15:21:38,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/QPLel9lQdI', 'https://t.co/uaq5mlnSwZ']"
2019-05-15 15:45:18,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/d4b4kEVuod']
2019-05-15 16:05:06,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/aWYQ5mwY6l', 'https://t.co/mTW0yy629T']"
2019-05-15 18:02:29,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/P0BMkUu3Qb']
2019-05-15 19:45:15,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/213Aet541a']
2019-05-15 20:14:55,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/F6PJyhNYY8', 'https://t.co/f525q4L0tW.']"
2019-05-16 04:09:03,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/mZDS45IoZH', 'https://t.co/iWfImJ5xsZ']"
2019-05-16 03:45:17,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/M6Pu4YrYyT']
2019-05-16 02:57:47,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/FfwhY5HoSb']
2019-05-16 02:02:15,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/PRTF99DImu']
2019-05-15 23:45:16,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/WdwJwQiI44']
2019-05-15 07:45:10,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/il7cLs3m2N']
2019-05-15 22:42:03,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/ySK3gNpmdi']
2019-05-15 22:39:03,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/SVGyln4h0U', 'https://t.co/wBYC6nvV8w']"
2019-05-15 22:02:22,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/wZtB1nbxu5']
2019-05-15 20:47:28,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/tWmkfhnaN6']
2019-05-15 22:50:26,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/INcPnEk217', 'https://t.co/7UKwpGWidz']"
2019-05-15 07:41:13,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/kIKkjI4oE1']
2019-05-15 03:45:14,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/JFbd4OChy9']
2019-05-14 15:25:19,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/AO75Z9P3lm']
2019-05-14 15:02:27,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/eIjVYIVv7H']
2019-05-14 14:40:01,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/IRUvTZ14h0']
2019-05-14 12:38:42,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/plACXJiwTC']
2019-05-14 12:34:10,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/NWjTRNAfKJ']
2019-05-14 15:25:20,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/iMLFnswnKA']
2019-05-14 11:05:36,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,['https://t.co/KZvOEVq8aK']
2019-05-14 10:50:31,Cryptolaemus1,1062793781588697090,2470,Cryptolaemus1,"['https://t.co/R1pKEGwVOw', 'https://t.co/jm4kxxzgzl']"
